teryt,municipality,%_vaccinated
1424043,gm.m-w. Pułtusk,49.9817
3215043,gm.m-w. Borne Sulinowo,49.9797
1002102,gm.w Strzelce,49.9743
0415052,gm.w Łubianka,49.9731
2414042,gm.w Bojszowy,49.9689
2613032,gm.w Moskorzew,49.9618
3010142,gm.w Wilczyn,49.9353
0418092,gm.w Kowal,49.9102
3209022,gm.w Biesiekierz,49.9097
0609082,gm.w Konopnica,49.9054
1004063,gm.m-w. Piątek,49.8982
0604011,Hrubieszów,49.8955
1424022,gm.w Obryte,49.8745
1002113,gm.m-w. Żychlin,49.871
0210072,gm.w Siekierczyn,49.845
2803043,gm.m-w. Lidzbark,49.8384
1463011,Radom,49.829
0614052,gm.w Końskowola,49.8222
1206132,gm.w Sułoszowa,49.8192
3206053,gm.m-w. Mieszkowice,49.8006
2213021,Skórcz,49.7641
2462011,Bytom,49.6995
2602072,gm.w Słupia,49.6727
0226011,Wojcieszów,49.6641
0221021,Jedlina-Zdrój,49.6555
0224013,gm.m-w. Bardo,49.6545
3028042,gm.w Mieścisko,49.6531
2814013,gm.m-w. Barczewo,49.6527
2204082,gm.w Trąbki Wielkie,49.6442
0208031,Kudowa-Zdrój,49.6418
0405043,gm.m-w. Kowalewo Pomorskie,49.6409
3008072,gm.w Trzcinica,49.6352
1218082,gm.w Tomice,49.6291
1428022,gm.w Brochów,49.6229
0219063,gm.m-w. Strzegom,49.6216
2412042,gm.w Lyski,49.6176
2402052,gm.w Jasienica,49.6171
0618011,Tomaszów Lubelski,49.614
0215022,gm.w Domaniów,49.6103
2473011,Rybnik,49.6011
0225011,Zawidów,49.5886
3020052,gm.w Gołuchów,49.5882
3202063,gm.m-w. Recz,49.578
0806052,gm.w Zwierzyn,49.5705
0401031,Nieszawa,49.5638
3010123,gm.m-w. Ślesin,49.5623
2402011,Szczyrk,49.5622
2607011,Ostrowiec Świętokrzyski,49.5609
1414043,gm.m-w. Nasielsk,49.5512
0222013,gm.m-w. Brzeg Dolny,49.5495
1218033,gm.m-w. Kalwaria Zebrzydowska,49.5205
1003023,gm.m-w. Łask,49.5205
3005053,gm.m-w. Wielichowo,49.5169
0224053,gm.m-w. Ząbkowice Śląskie,49.5165
0411072,gm.w Topólka,49.5146
3019022,gm.w Białośliwie,49.5113
3015012,gm.w Kuślin,49.497
3003023,gm.m-w. Czerniejewo,49.4721
0804082,gm.w Siedlisko,49.4654
0202021,Dzierżoniów,49.46
3004023,gm.m-w. Gostyń,49.4504
0811082,gm.w Trzebiel,49.4504
1019011,Zduńska Wola,49.4478
2402032,gm.w Buczkowice,49.421
2213031,Starogard Gdański,49.4098
2413021,Miasteczko Śląskie,49.4068
3023062,gm.w Słupca,49.4041
1019023,gm.m-w. Szadek,49.3893
1015012,gm.w Bolimów,49.379
0221072,gm.w Stare Bogaczowice,49.3787
2602082,gm.w Sobków,49.3746
1423072,gm.w Rusinów,49.362
2814093,gm.m-w. Olsztynek,49.3617
0617011,Świdnik,49.3538
1010072,gm.w Ręczno,49.3414
0401042,gm.w Aleksandrów Kujawski,49.3383
1810011,Łańcut,49.3296
0412032,gm.w Rogowo,49.3291
3012043,gm.m-w. Krotoszyn,49.3283
2604172,gm.w Nowiny,49.3244
3010073,gm.m-w. Rychwał,49.3234
1603011,Kędzierzyn-Koźle,49.3194
0811072,gm.w Przewóz,49.308
2606043,gm.m-w. Opatów,49.3063
0208011,Duszniki-Zdrój,49.299
0811043,gm.m-w. Jasień,49.2962
0223073,gm.m-w. Sobótka,49.2697
1007043,gm.m-w. Opoczno,49.2673
2611053,gm.m-w. Wąchock,49.2655
2806083,gm.m-w. Ryn,49.2553
2407011,Lubliniec,49.2548
0801032,gm.w Deszczno,49.2505
2802033,gm.m-w. Frombork,49.2461
3008022,gm.w Bralin,49.2439
0403022,gm.w Dąbrowa Chełmińska,49.2335
1002022,gm.w Bedlno,49.2305
2602033,gm.m-w. Małogoszcz,49.2301
0414072,gm.w Osie,49.2288
0810053,gm.m-w. Małomice,49.2159
0206031,Piechowice,49.2108
1413042,gm.w Radzanów,49.2029
1419063,gm.m-w. Gąbin,49.2023
2604123,gm.m-w. Morawica,49.2018
1406083,gm.m-w. Nowe Miasto nad Pilicą,49.1924
3206033,gm.m-w. Chojna,49.1848
1006032,gm.w Brójce,49.1791
1263011,Tarnów,49.1758
2412032,gm.w Jejkowice,49.1756
1020021,Ozorków,49.174
2412022,gm.w Gaszowice,49.1579
0208041,Nowa Ruda,49.1522
1209073,gm.m-w. Sułkowice,49.1468
0214032,gm.w Dobroszyce,49.1432
0219021,Świebodzice,49.1432
0404042,gm.w Lisewo,49.1411
3024042,gm.w Obrzycko,49.1329
2209082,gm.w Stare Pole,49.1288
3216022,gm.w Brzeżno,49.119
1437033,gm.m-w. Lubowidz,49.1171
0205011,Jawor,49.1141
0415072,gm.w Obrowo,49.1065
0803042,gm.w Pszczew,49.1019
3216033,gm.m-w. Połczyn-Zdrój,49.0999
2417122,gm.w Ślemień,49.0945
2803062,gm.w Rybno,49.0922
2404122,gm.w Olsztyn,49.0874
0807023,gm.m-w. Lubniewice,49.0788
0214073,gm.m-w. Syców,49.0636
3007093,gm.m-w. Stawiszyn,49.0529
2810011,Mrągowo,49.047
1017102,gm.w Wierzchlas,49.046
1606023,gm.m-w. Namysłów,49.0385
0805033,gm.m-w. Ośno Lubuskie,49.0249
3010103,gm.m-w. Sompolno,49.0145
3213052,gm.w Postomino,49.0142
1411102,gm.w Szelków,49.0094
3212053,gm.m-w. Pyrzyce,49.0092
3203033,gm.m-w. Kalisz Pomorski,49.0041
1005022,gm.w Bielawy,49.0032
1406092,gm.w Pniewy,48.9975
2814052,gm.w Gietrzwałd,48.9841
0614112,gm.w Żyrzyn,48.9783
2412013,gm.m-w. Czerwionka-Leszczyny,48.9775
0416052,gm.w Śliwice,48.9723
2213013,gm.m-w. Czarna Woda,48.962
3006013,gm.m-w. Jaraczewo,48.959
0804023,gm.m-w. Bytom Odrzański,48.9583
2479011,Żory,48.9402
1429092,gm.w Sterdyń,48.9395
2005022,gm.w Białowieża,48.9202
2204022,gm.w Cedry Wielkie,48.8978
1402072,gm.w Opinogóra Górna,48.8967
3208062,gm.w Siemyśl,48.8774
2413011,Kalety,48.8769
0418113,gm.m-w. Lubień Kujawski,48.8732
3209082,gm.w Świeszyno,48.8723
0209011,Chojnów,48.8667
0206041,Szklarska Poręba,48.8501
1419042,gm.w Bulkowo,48.8487
0410042,gm.w Sadki,48.835
0203062,gm.w Żukowice,48.8325
2612012,gm.w Bogoria,48.8287
1215082,gm.w Zawoja,48.8107
1425011,Pionki,48.8102
0212033,gm.m-w. Lwówek Śląski,48.8013
0226032,gm.w Pielgrzymka,48.7913
2605052,gm.w Ruda Maleniecka,48.7877
1007023,gm.m-w. Drzewica,48.7866
1433092,gm.w Wierzbno,48.7859
0406022,gm.w Gruta,48.7805
3002062,gm.w Połajewo,48.7785
0413043,gm.m-w. Więcbork,48.7715
0406033,gm.m-w. Łasin,48.7657
2403113,gm.m-w. Strumień,48.7553
1438042,gm.w Radziejowice,48.753
0619042,gm.w Stary Brus,48.744
3009032,gm.w Chodów,48.7437
1021011,Brzeziny,48.7182
1218022,gm.w Brzeźnica,48.7121
1012072,gm.w Kodrąb,48.7071
2216013,gm.m-w. Dzierzgoń,48.6862
1403132,gm.w Wilga,48.66
2612033,gm.m-w. Oleśnica,48.6599
2061011,Białystok,48.6577
1021032,gm.w Dmosin,48.6505
1608043,gm.m-w. Praszka,48.6317
2403082,gm.w Hażlach,48.6125
3023032,gm.w Orchowo,48.6053
1012053,gm.m-w. Kamieńsk,48.6042
0809043,gm.m-w. Kargowa,48.5985
0405052,gm.w Radomin,48.5925
0417032,gm.w Książki,48.5873
3001032,gm.w Chodzież,48.5821
2216022,gm.w Mikołajki Pomorskie,48.5746
3013033,gm.m-w. Osieczna,48.572
1018062,gm.w Sokolniki,48.5658
2210032,gm.w Ostaszewo,48.5652
1007062,gm.w Poświętne,48.565
1863011,Rzeszów,48.5496
3201011,Białogard,48.547
0220063,gm.m-w. Żmigród,48.5419
1017022,gm.w Czarnożyły,48.5409
2613042,gm.w Radków,48.5406
0806032,gm.w Stare Kurowo,48.5374
2406042,gm.w Miedźno,48.5368
1017062,gm.w Ostrówek,48.5357
1419153,gm.m-w. Wyszogród,48.5177
0810032,gm.w Brzeźnica,48.5085
0412052,gm.w Skrwilno,48.5045
3031053,gm.m-w. Okonek,48.5014
1407062,gm.w Magnuszew,48.4939
1214033,gm.m-w. Nowe Brzesko,48.4496
2207052,gm.w Ryjewo,48.4171
0805022,gm.w Górzyca,48.4029
3019083,gm.m-w. Wyrzysk,48.3918
2210042,gm.w Stegna,48.3785
3209033,gm.m-w. Bobolice,48.3685
1604023,gm.m-w. Kluczbork,48.3624
2404052,gm.w Kłomnice,48.3609
0409043,gm.m-w. Strzelno,48.3599
1002062,gm.w Kutno,48.3491
2212102,gm.w Ustka,48.3424
1420062,gm.w Joniec,48.3396
2404102,gm.w Mstów,48.3312
2814023,gm.m-w. Biskupiec,48.3213
2613052,gm.w Secemin,48.3175
0418052,gm.w Choceń,48.3059
0811063,gm.m-w. Lubsko,48.3017
2603043,gm.m-w. Opatowiec,48.2972
1405032,gm.w Baranów,48.2964
1407053,gm.m-w. Kozienice,48.2955
1002092,gm.w Oporów,48.2911
2413052,gm.w Krupski Młyn,48.2845
0412022,gm.w Brzuze,48.2778
3010092,gm.w Skulsk,48.2776
3006032,gm.w Kotlin,48.2679
0206092,gm.w Stara Kamienica,48.2667
1435053,gm.m-w. Wyszków,48.2447
2207011,Kwidzyn,48.2376
3215052,gm.w Grzmiąca,48.1889
0810092,gm.w Żagań,48.1755
1414032,gm.w Leoncin,48.1747
2808062,gm.w Srokowo,48.1601
0206082,gm.w Podgórzyn,48.1593
2210023,gm.m-w. Nowy Dwór Gdański,48.157
2416102,gm.w Żarnowiec,48.1522
1438023,gm.m-w. Mszczonów,48.1469
3214113,gm.m-w. Suchań,48.1438
1411032,gm.w Karniewo,48.1337
0410013,gm.m-w. Kcynia,48.1218
1607082,gm.w Pakosławice,48.1121
2415052,gm.w Godów,48.1112
1009013,gm.m-w. Działoszyn,48.0965
0417042,gm.w Płużnica,48.0822
2476011,Świętochłowice,48.0818
2205023,gm.m-w. Kartuzy,48.0771
1435042,gm.w Somianka,48.0626
3017052,gm.w Przygodzice,48.0625
3002022,gm.w Czarnków,48.0603
0418043,gm.m-w. Brześć Kujawski,48.0532
0414012,gm.w Bukowiec,48.0507
0419033,gm.m-w. Janowiec Wielkopolski,48.0468
2415041,Wodzisław Śląski,48.0347
1015052,gm.w Lipce Reymontowskie,48.0329
0402053,gm.m-w. Górzno,48.0285
3003093,gm.m-w. Trzemeszno,47.9961
2404112,gm.w Mykanów,47.9953
2613012,gm.w Kluczewsko,47.993
0609072,gm.w Jastków,47.9897
2407042,gm.w Herby,47.9835
2211062,gm.w Krokowa,47.9833
2601083,gm.m-w. Wiślica,47.952
0218012,gm.w Kostomłoty,47.9392
1010012,gm.w Aleksandrów,47.9318
0214023,gm.m-w. Bierutów,47.9287
3210043,gm.m-w. Myślibórz,47.9225
3205032,gm.w Karnice,47.9193
0414102,gm.w Świekatowo,47.9121
1017052,gm.w Osjaków,47.9114
1419072,gm.w Łąck,47.8981
1405052,gm.w Jaktorów,47.8952
3028053,gm.m-w. Skoki,47.8925
0217022,gm.w Kondratowice,47.8924
0614092,gm.w Puławy,47.8869
1003052,gm.w Wodzierady,47.8833
2413092,gm.w Zbrosławice,47.8792
1425033,gm.m-w. Iłża,47.8759
2606032,gm.w Lipnik,47.8489
0226062,gm.w Złotoryja,47.841
1412062,gm.w Dobre,47.8392
2406082,gm.w Przystajń,47.8372
1011052,gm.w Wartkowice,47.8282
0219052,gm.w Marcinowice,47.8228
0413013,gm.m-w. Kamień Krajeński,47.8197
3022042,gm.w Pakosław,47.8172
1607073,gm.m-w. Paczków,47.8075
1461011,Ostrołęka,47.8028
0804043,gm.m-w. Kożuchów,47.802
0211022,gm.w Lubin,47.7877
2214062,gm.w Tczew,47.7861
2406062,gm.w Panki,47.7855
2806052,gm.w Kruklanki,47.7689
1209033,gm.m-w. Myślenice,47.7437
0406043,gm.m-w. Radzyń Chełmiński,47.7214
2417152,gm.w Węgierska Górka,47.6995
2810023,gm.m-w. Mikołajki,47.6915
2467011,Jastrzębie-Zdrój,47.6896
2415031,Rydułtowy,47.6876
2815083,gm.m-w. Morąg,47.6786
2406072,gm.w Popów,47.6778
1002082,gm.w Nowe Ostrowy,47.6751
1010022,gm.w Czarnocin,47.6696
0662011,Chełm,47.6634
1001011,Bełchatów,47.6612
3209012,gm.w Będzino,47.656
0606011,Krasnystaw,47.6473
0223032,gm.w Jordanów Śląski,47.6384
2213112,gm.w Smętowo Graniczne,47.631
2808053,gm.m-w. Reszel,47.6286
1011012,gm.w Dalików,47.6276
1014042,gm.w Brzeźnio,47.625
1210011,Grybów,47.6111
0614083,gm.m-w. Nałęczów,47.596
0214083,gm.m-w. Twardogóra,47.591
1605023,gm.m-w. Krapkowice,47.5892
2601072,gm.w Tuczępy,47.5881
2605062,gm.w Słupia Konecka,47.587
1005072,gm.w Łowicz,47.5869
1218072,gm.w Stryszów,47.5759
2410062,gm.w Suszec,47.566
2212062,gm.w Kobylnica,47.5589
1434093,gm.m-w. Radzymin,47.554
1016052,gm.w Inowłódz,47.5517
1809011,Lubaczów,47.5486
2406023,gm.m-w. Krzepice,47.5139
2417072,gm.w Łękawica,47.5
0418083,gm.m-w. Izbica Kujawska,47.4902
1423022,gm.w Gielniów,47.4865
1417062,gm.w Osieck,47.4816
2002042,gm.w Gródek,47.4769
1411052,gm.w Młynarze,47.4625
1215092,gm.w Zembrzyce,47.4603
1411092,gm.w Sypniewo,47.4597
2204052,gm.w Przywidz,47.4571
3218032,gm.w Radowo Małe,47.442
3206092,gm.w Widuchowa,47.4309
1010082,gm.w Rozprza,47.4249
1607063,gm.m-w. Otmuchów,47.4204
0409033,gm.m-w. Mogilno,47.4182
2804052,gm.w Milejewo,47.4039
1219022,gm.w Gdów,47.4005
0410023,gm.m-w. Mrocza,47.3948
2609082,gm.w Wilczyce,47.3944
2212082,gm.w Słupsk,47.3931
0401082,gm.w Waganiec,47.3926
0218052,gm.w Udanin,47.3873
3028072,gm.w Wągrowiec,47.3821
1018022,gm.w Czastary,47.375
2404063,gm.m-w. Koniecpol,47.3446
1419082,gm.w Mała Wieś,47.3364
3010082,gm.w Rzgów,47.3198
0811102,gm.w Żary,47.317
0805013,gm.m-w. Cybinka,47.3123
1401063,gm.m-w. Wyśmierzyce,47.3076
3010112,gm.w Stare Miasto,47.3074
0412062,gm.w Wąpielsk,47.3058
0203032,gm.w Jerzmanowa,47.2976
0212053,gm.m-w. Wleń,47.2947
2201023,gm.m-w. Bytów,47.2883
0218022,gm.w Malczyce,47.2879
1005032,gm.w Chąśno,47.2871
3013052,gm.w Święciechowa,47.2851
2811043,gm.m-w. Nidzica,47.2807
3010052,gm.w Kramsk,47.2612
2214043,gm.m-w. Pelplin,47.2567
1413022,gm.w Dzierzgowo,47.2524
3031023,gm.m-w. Jastrowie,47.2449
2609072,gm.w Samborzec,47.2421
1402092,gm.w Sońsk,47.2298
0404062,gm.w Stolno,47.2285
0209032,gm.w Krotoszyce,47.2281
1015072,gm.w Nowy Kawęczyn,47.228
3207023,gm.m-w. Golczewo,47.2279
3206083,gm.m-w. Trzcińsko-Zdrój,47.2169
1214012,gm.w Koniusza,47.2126
3206012,gm.w Banie,47.2093
2408031,Orzesze,47.2006
0809022,gm.w Bojadła,47.1968
3210013,gm.m-w. Barlinek,47.1956
1419032,gm.w Brudzeń Duży,47.1952
0806023,gm.m-w. Drezdenko,47.1927
1214062,gm.w Radziemice,47.1913
3205043,gm.m-w. Płoty,47.185
2609022,gm.w Dwikozy,47.1792
1411062,gm.w Płoniawy-Bramura,47.1777
3012063,gm.m-w. Zduny,47.1686
2415021,Radlin,47.1667
0810082,gm.w Wymiarki,47.1596
2607032,gm.w Bodzechów,47.1503
0802042,gm.w Dąbie,47.146
1412052,gm.w Dębe Wielkie,47.1453
3002043,gm.m-w. Krzyż Wielkopolski,47.1425
2478011,Zabrze,47.142
0404052,gm.w Papowo Biskupie,47.1395
2802053,gm.m-w. Pieniężno,47.1118
3009063,gm.m-w. Kłodawa,47.1116
0804073,gm.m-w. Otyń,47.1112
2612053,gm.m-w. Połaniec,47.1112
0219083,gm.m-w. Żarów,47.1099
1020072,gm.w Parzęczew,47.1044
1424052,gm.w Świercze,47.1032
2214023,gm.m-w. Gniew,47.1019
1427062,gm.w Szczutowo,47.0907
2202052,gm.w Konarzyny,47.0897
3013022,gm.w Lipno,47.0894
3026023,gm.m-w. Dolsk,47.0887
2201063,gm.m-w. Miastko,47.0774
1005042,gm.w Domaniewice,47.0664
2417112,gm.w Rajcza,47.0663
0225033,gm.m-w. Bogatynia,47.0596
0415022,gm.w Chełmża,47.0492
2609052,gm.w Łoniów,47.0446
1424032,gm.w Pokrzywnica,47.039
2814082,gm.w Kolno,47.034
2601043,gm.m-w. Pacanów,47.0216
1862011,Przemyśl,47.0182
1003042,gm.w Widawa,47.0022
0664011,Zamość,47.0017
1412123,gm.m-w. Mrozy,46.9939
0418132,gm.w Włocławek,46.979
0614032,gm.w Janowiec,46.9722
1218042,gm.w Lanckorona,46.9719
1608062,gm.w Rudniki,46.9686
0617042,gm.w Rybczewice,46.9674
2405052,gm.w Rudziniec,46.9669
2203062,gm.w Przechlewo,46.9632
1424012,gm.w Gzy,46.9486
3018063,gm.m-w. Mikstat,46.9449
2412052,gm.w Świerklany,46.9378
1218013,gm.m-w. Andrychów,46.9354
0208083,gm.m-w. Lądek-Zdrój,46.9335
1423012,gm.w Borkowice,46.9296
3218043,gm.m-w. Resko,46.9245
1012062,gm.w Kobiele Wielkie,46.9234
1002043,gm.m-w. Krośniewice,46.9232
2206032,gm.w Karsin,46.9169
2801032,gm.w Bartoszyce,46.9144
1428052,gm.w Nowa Sucha,46.9114
3003072,gm.w Mieleszyn,46.9093
2416073,gm.m-w. Pilica,46.9065
0208092,gm.w Lewin Kłodzki,46.9027
2209073,gm.m-w. Nowy Staw,46.8997
1215063,gm.m-w. Maków Podhalański,46.8907
3010132,gm.w Wierzbinek,46.8819
2013033,gm.m-w. Czyżew,46.8819
3007012,gm.w Blizanów,46.8788
2604033,gm.m-w. Chęciny,46.8498
1018012,gm.w Bolesławiec,46.8466
2612022,gm.w Łubnice,46.8404
1219012,gm.w Biskupice,46.8359
3202053,gm.m-w. Pełczyce,46.8353
0208133,gm.m-w. Stronie Śląskie,46.8259
0801052,gm.w Lubiszyn,46.8082
0405032,gm.w Golub-Dobrzyń,46.8047
0214062,gm.w Oleśnica,46.7927
3209063,gm.m-w. Polanów,46.7886
1008042,gm.w Dobroń,46.7829
3018042,gm.w Kobyla Góra,46.7808
1218102,gm.w Wieprz,46.777
2406032,gm.w Lipie,46.7763
1411073,gm.m-w. Różan,46.7727
2211072,gm.w Puck,46.7694
1424062,gm.w Winnica,46.7691
3003032,gm.w Gniezno,46.7653
1016022,gm.w Będków,46.7568
3012011,Sulmierzyce,46.7326
3203063,gm.m-w. Złocieniec,46.7308
1428062,gm.w Rybno,46.7282
1601033,gm.m-w. Grodków,46.7236
1201063,gm.m-w. Nowy Wiśnicz,46.7228
1010113,gm.m-w. Wolbórz,46.7203
1419012,gm.w Bielsk,46.7138
2405063,gm.m-w. Sośnicowice,46.7101
1403032,gm.w Borowie,46.7024
2801063,gm.m-w. Sępopol,46.6941
1403103,gm.m-w. Pilawa,46.6831
2819022,gm.w Pozezdrze,46.6831
1010093,gm.m-w. Sulejów,46.6765
3204062,gm.w Przybiernów,46.6747
0415032,gm.w Czernikowo,46.6652
0808022,gm.w Łagów,46.6476
3217043,gm.m-w. Tuczno,46.6434
2816043,gm.m-w. Ruciane-Nida,46.6424
3027092,gm.w Władysławów,46.637
0802032,gm.w Bytnica,46.6319
2013011,Wysokie Mazowieckie,46.6153
2804063,gm.m-w. Młynary,46.6107
2411011,Racibórz,46.6079
1210113,gm.m-w. Muszyna,46.606
1419102,gm.w Radzanowo,46.601
0402092,gm.w Świedziebnia,46.5989
2406092,gm.w Wręczyca Wielka,46.5763
2206022,gm.w Dziemiany,46.5763
1420113,gm.m-w. Sochocin,46.5751
0204043,gm.m-w. Wąsosz,46.5742
2601022,gm.w Gnojno,46.57
2203043,gm.m-w. Debrzno,46.5677
1404032,gm.w Pacyna,46.5587
0418072,gm.w Fabianki,46.5416
3003082,gm.w Niechanowo,46.5209
0419043,gm.m-w. Łabiszyn,46.5146
0405062,gm.w Zbójno,46.5084
1412142,gm.w Stanisławów,46.5058
0222033,gm.m-w. Wołów,46.4961
1008032,gm.w Dłutów,46.4834
2405021,Pyskowice,46.4698
1012113,gm.m-w. Przedbórz,46.4691
0802072,gm.w Maszewo,46.4657
1009043,gm.m-w. Pajęczno,46.4624
2601033,gm.m-w. Nowy Korczyn,46.4582
0801062,gm.w Santok,46.4536
2806042,gm.w Giżycko,46.448
1214023,gm.m-w. Koszyce,46.4444
1427042,gm.w Rościszewo,46.4373
1012042,gm.w Gomunice,46.4261
1412112,gm.w Mińsk Mazowiecki,46.411
2411022,gm.w Kornowac,46.4085
0661011,Biała Podlaska,46.4051
1209062,gm.w Siepraw,46.3947
1428042,gm.w Młodzieszyn,46.3932
0216043,gm.m-w. Polkowice,46.3904
1010042,gm.w Grabica,46.388
1004052,gm.w Łęczyca,46.3855
1011022,gm.w Pęczniew,46.3835
0414052,gm.w Lniano,46.3822
1010062,gm.w Moszczenica,46.3807
3007112,gm.w Żelazków,46.3802
3031062,gm.w Tarnówka,46.3793
0206072,gm.w Mysłakowice,46.3777
3204073,gm.m-w. Stepnica,46.3455
0606032,gm.w Gorzków,46.3451
1012102,gm.w Masłowice,46.3397
0414032,gm.w Drzycim,46.3285
1210073,gm.m-w. Krynica-Zdrój,46.3244
0812013,gm.m-w. Sława,46.2932
2606062,gm.w Sadowie,46.2844
0414063,gm.m-w. Nowe,46.2734
0220052,gm.w Zawonia,46.2709
1407012,gm.w Garbatka-Letnisko,46.2642
1018043,gm.m-w. Lututów,46.2601
1424072,gm.w Zatory,46.251
2403072,gm.w Goleszów,46.2487
0217053,gm.m-w. Wiązów,46.2434
0212043,gm.m-w. Mirsk,46.2239
0801022,gm.w Bogdaniec,46.223
1413032,gm.w Lipowiec Kościelny,46.2227
0205062,gm.w Wądroże Wielkie,46.2191
2415092,gm.w Mszana,46.2129
0213012,gm.w Cieszków,46.21
0209062,gm.w Miłkowice,46.2035
0212013,gm.m-w. Gryfów Śląski,46.1981
0406012,gm.w Grudziądz,46.1937
3012023,gm.m-w. Kobylin,46.1921
3015063,gm.m-w. Zbąszyń,46.1895
2417132,gm.w Świnna,46.1882
2415011,Pszów,46.1847
3031042,gm.w Lipka,46.1566
0217032,gm.w Przeworno,46.1522
0219043,gm.m-w. Jaworzyna Śląska,46.1358
2212092,gm.w Smołdzino,46.1266
0604032,gm.w Horodło,46.1249
2409053,gm.m-w. Żarki,46.1247
0616043,gm.m-w. Ryki,46.1067
2607022,gm.w Bałtów,46.1033
2801052,gm.w Górowo Iławeckie,46.1005
0209073,gm.m-w. Prochowice,46.0994
0413032,gm.w Sośno,46.0991
1423082,gm.w Wieniawa,46.0807
0209082,gm.w Ruja,46.0516
0207042,gm.w Marciszów,46.0406
2613022,gm.w Krasocin,46.032
3018012,gm.w Czajków,46.0279
0204013,gm.m-w. Góra,46.0041
1011062,gm.w Zadzim,45.9887
2603033,gm.m-w. Kazimierza Wielka,45.9829
1021042,gm.w Jeżów,45.9736
0206021,Kowary,45.9624
0807012,gm.w Krzeszyce,45.9563
2202032,gm.w Chojnice,45.9534
0804052,gm.w Nowa Sól,45.9525
3217023,gm.m-w. Człopa,45.9454
1005052,gm.w Kiernozia,45.9419
1218062,gm.w Spytkowice,45.9271
3017023,gm.m-w. Nowe Skalmierzyce,45.9072
1602043,gm.m-w. Kietrz,45.9056
1218052,gm.w Mucharz,45.9028
1609073,gm.m-w. Niemodlin,45.9023
1423042,gm.w Odrzywół,45.8999
0221011,Boguszów-Gorce,45.8889
1434113,gm.m-w. Tłuszcz,45.8864
1433062,gm.w Miedzna,45.8827
3013012,gm.w Krzemieniewo,45.8656
1014023,gm.m-w. Błaszki,45.8638
3007032,gm.w Ceków-Kolonia,45.8569
1434072,gm.w Klembów,45.8548
0402032,gm.w Brodnica,45.8439
2804042,gm.w Markusy,45.8344
3031033,gm.m-w. Krajenka,45.8267
3007083,gm.m-w. Opatówek,45.8237
1607013,gm.m-w. Głuchołazy,45.8164
0414022,gm.w Dragacz,45.8136
2204072,gm.w Suchy Dąb,45.8098
0604052,gm.w Mircze,45.8068
2812052,gm.w Nowe Miasto Lubawskie,45.8068
2417102,gm.w Radziechowy-Wieprz,45.8066
